,date,month,year,bu,Conformance CALC,System Outage (hrs),Unplanned out % CALC,Shrinkage % CALC,aht,Attrition %
392,2019-02-26,February,2019,Client Transactions,0.900589839,0.0,7%,40%,302.9347826086956,0.041666667
393,2019-02-26,February,2019,Participant Transactions,0.892509113,0.0,7%,37%,469.42931392931393,0.040816327
394,2019-02-26,February,2019,RAM,0.942229652,0.0,4%,29%,970.7373994070309,0.018867925
395,2019-02-26,February,2019,RCS PHONES,#DIV/0!,0.0,12%,53%,,0.076923077
396,2019-02-26,February,2019,RIS,0.950255077,0.566666667,5%,28%,593.0,0.018518519
397,2019-02-26,February,2019,SCS,#DIV/0!,0.0,5%,31%,,
398,2019-02-26,February,2019,WISE,0.913434238,0.0,9%,28%,564.3915196907466,0.00729927
399,2019-02-27,February,2019,Client Transactions,0.818973817,0.0,7%,37%,320.8288603656165,0.041666667
400,2019-02-27,February,2019,Participant Transactions,0.798191637,0.0,5%,34%,471.8633836378078,0.040816327
401,2019-02-27,February,2019,RAM,0.9781962,0.0,6%,36%,973.1304796286746,0.018867925
402,2019-02-27,February,2019,RCS PHONES,#DIV/0!,0.0,8%,50%,,0.076923077
403,2019-02-27,February,2019,RIS,0.944726281,0.0,3%,30%,580.0,0.018518519
404,2019-02-27,February,2019,SCS,#DIV/0!,0.0,5%,30%,,
405,2019-02-27,February,2019,WISE,0.902132344,1.016666667,6%,30%,543.5159647674099,0.00729927
406,2019-02-28,February,2019,Client Transactions,0.77290813,0.0,6%,31%,318.0800299177263,0.041666667
407,2019-02-28,February,2019,Participant Transactions,0.866698494,0.0,3%,28%,506.35384012539186,0.040816327
408,2019-02-28,February,2019,RAM,0.936798321,0.0,4%,30%,1046.3726611226612,0.018867925
409,2019-02-28,February,2019,RCS PHONES,#DIV/0!,0.0,13%,48%,,0.076923077
410,2019-02-28,February,2019,RIS,0.970988313,0.0,6%,33%,610.0,0.018518519
411,2019-02-28,February,2019,SCS,#DIV/0!,0.0,6%,30%,,
412,2019-02-28,February,2019,WISE,0.891977772,0.0,7%,29%,518.0323450134771,0.00729927
413,2019-03-01,March,2019,Client Transactions,0.873446791,0.0,5%,30%,289.258320610687,0.043478261
414,2019-03-01,March,2019,Participant Transactions,0.845280252,0.0,5%,30%,477.08738938053096,0.037735849
415,2019-03-01,March,2019,RAM,0.953085134,0.0,10%,32%,1026.9030658250676,0.020618557
416,2019-03-01,March,2019,RCS PHONES,#DIV/0!,0.0,28%,59%,,0.08
417,2019-03-01,March,2019,RIS,0.969164151,2.25,8%,38%,647.0,0.016393443
418,2019-03-01,March,2019,SCS,#DIV/0!,0.0,13%,37%,,
419,2019-03-01,March,2019,WISE,0.894863999,0.0,11%,31%,547.9803780118309,0.0077220080000000016
434,2019-03-04,March,2019,Client Transactions,0.861892638,0.0,5%,26%,346.37905151825316,0.043478261
435,2019-03-04,March,2019,Participant Transactions,0.868373925,0.0,9%,26%,456.08187520633874,0.037735849
436,2019-03-04,March,2019,RAM,0.962379594,0.0,7%,32%,814.9767806714779,0.020618557
437,2019-03-04,March,2019,RCS PHONES,#DIV/0!,0.0,12%,61%,,0.08
438,2019-03-04,March,2019,RIS,0.957356207,1.0,10%,29%,601.0,0.016393443
439,2019-03-04,March,2019,SCS,#DIV/0!,0.0,10%,23%,,
440,2019-03-04,March,2019,WISE,0.917016748,0.0,17%,33%,563.1432210899424,0.0077220080000000016
441,2019-03-05,March,2019,Client Transactions,0.789427553,0.0,9%,32%,394.3205673758865,0.043478261
442,2019-03-05,March,2019,Participant Transactions,0.905074193,0.0,2%,31%,535.6890923566879,0.037735849
443,2019-03-05,March,2019,RAM,0.954702121,0.0,2%,25%,1027.7084377610693,0.020618557
444,2019-03-05,March,2019,RCS PHONES,#DIV/0!,0.0,9%,57%,,0.08
445,2019-03-05,March,2019,RIS,0.977454492,0.0,4%,37%,592.0,0.016393443
446,2019-03-05,March,2019,SCS,#DIV/0!,0.0,2%,25%,,
447,2019-03-05,March,2019,WISE,0.902163144,0.7333333329999999,7%,24%,558.2702981799406,0.0077220080000000016
448,2019-03-06,March,2019,Client Transactions,0.762686524,0.0,5%,22%,422.69242125984255,0.043478261
449,2019-03-06,March,2019,Participant Transactions,0.852336695,0.0,5%,33%,493.1095833333333,0.037735849
450,2019-03-06,March,2019,RAM,0.863209371,0.0,5%,36%,931.026617954071,0.020618557
451,2019-03-06,March,2019,RCS PHONES,#DIV/0!,0.0,5%,51%,,0.08
452,2019-03-06,March,2019,RIS,0.986718418,0.0,4%,40%,603.0,0.016393443
453,2019-03-06,March,2019,SCS,#DIV/0!,0.0,4%,36%,,
454,2019-03-06,March,2019,WISE,0.890116097,0.0,8%,24%,560.9936440677966,0.0077220080000000016
455,2019-03-07,March,2019,Client Transactions,0.780689556,0.0,3%,22%,338.5622788393489,0.043478261
456,2019-03-07,March,2019,Participant Transactions,0.883289752,0.0,5%,35%,500.4350173544157,0.037735849
457,2019-03-07,March,2019,RAM,0.97281524,0.0,3%,31%,949.8494085532302,0.020618557
458,2019-03-07,March,2019,RCS PHONES,#DIV/0!,0.0,5%,56%,,0.08
459,2019-03-07,March,2019,RIS,0.972448806,0.5,3%,38%,601.0,0.016393443
460,2019-03-07,March,2019,SCS,#DIV/0!,0.0,4%,29%,,
461,2019-03-07,March,2019,WISE,0.906368596,9.5,4%,21%,544.8159146605161,0.0077220080000000016
462,2019-03-08,March,2019,Client Transactions,0.833178272,0.0,0%,23%,323.1070187630299,0.043478261
463,2019-03-08,March,2019,Participant Transactions,0.812000662,0.0,3%,29%,529.980115990058,0.037735849
464,2019-03-08,March,2019,RAM,0.948242045,0.0,7%,37%,951.5093011563599,0.020618557
465,2019-03-08,March,2019,RCS PHONES,#DIV/0!,0.0,12%,47%,,0.08
466,2019-03-08,March,2019,RIS,0.970697223,0.0,6%,39%,574.0,0.016393443
467,2019-03-08,March,2019,SCS,#DIV/0!,0.0,10%,39%,,
468,2019-03-08,March,2019,WISE,0.961532526,0.0,8%,26%,549.1615594660194,0.0077220080000000016
483,2019-03-11,March,2019,Client Transactions,0.767351417,0.0,5%,25%,340.73797376093296,0.043478261
484,2019-03-11,March,2019,Participant Transactions,0.923594771,0.0,12%,32%,472.9746948496576,0.037735849
485,2019-03-11,March,2019,RAM,0.953700661,0.0,12%,32%,809.8062422744129,0.020618557
486,2019-03-11,March,2019,RCS PHONES,#DIV/0!,0.0,4%,41%,,0.08
487,2019-03-11,March,2019,RIS,0.9751648,0.0,13%,27%,595.0,0.016393443
488,2019-03-11,March,2019,SCS,#DIV/0!,0.0,10%,27%,,
489,2019-03-11,March,2019,WISE,0.953118195,0.0,11%,25%,549.7146200133719,0.0077220080000000016
490,2019-03-12,March,2019,Client Transactions,0.79730563,0.0,4%,30%,418.56400196174593,0.043478261
491,2019-03-12,March,2019,Participant Transactions,0.865336007,0.0,3%,26%,524.7909686817188,0.037735849
492,2019-03-12,March,2019,RAM,0.924449318,0.0,6%,26%,1041.8915841584158,0.020618557
493,2019-03-12,March,2019,RCS PHONES,#DIV/0!,0.0,7%,45%,,0.08
494,2019-03-12,March,2019,RIS,0.97531921,0.0,7%,24%,600.0,0.016393443
495,2019-03-12,March,2019,SCS,#DIV/0!,0.0,4%,31%,,
496,2019-03-12,March,2019,WISE,0.958334793,1.0,9%,26%,537.9632393587617,0.0077220080000000016
497,2019-03-13,March,2019,Client Transactions,0.766028104,0.0,6%,21%,447.1268758526603,0.043478261
498,2019-03-13,March,2019,Participant Transactions,0.842963063,0.0,21%,34%,536.838911200357,0.037735849
499,2019-03-13,March,2019,RAM,0.898252548,0.0,9%,31%,984.3886516168395,0.020618557
500,2019-03-13,March,2019,RCS PHONES,#DIV/0!,0.0,5%,36%,,0.08
501,2019-03-13,March,2019,RIS,0.960839798,0.0,8%,25%,609.0,0.016393443
502,2019-03-13,March,2019,SCS,#DIV/0!,0.0,17%,35%,,
503,2019-03-13,March,2019,WISE,0.966105415,0.0,17%,34%,541.9607660840461,0.0077220080000000016
504,2019-03-14,March,2019,Client Transactions,0.873880625,0.0,5%,20%,487.7397321428571,0.043478261
505,2019-03-14,March,2019,Participant Transactions,0.871769054,0.0,13%,26%,552.7838709677419,0.037735849
506,2019-03-14,March,2019,RAM,0.934595761,0.0,6%,23%,1059.851490825688,0.020618557
507,2019-03-14,March,2019,RCS PHONES,#DIV/0!,0.0,13%,38%,,0.08
508,2019-03-14,March,2019,RIS,0.939577546,0.0,18%,27%,613.0,0.016393443
509,2019-03-14,March,2019,SCS,#DIV/0!,0.0,17%,39%,,
510,2019-03-14,March,2019,WISE,0.944114976,4.2,22%,36%,542.5065349059611,0.0077220080000000016
511,2019-03-15,March,2019,Client Transactions,0.882461787,0.0,5%,24%,319.79350541215655,0.043478261
512,2019-03-15,March,2019,Participant Transactions,0.86785995,0.0,8%,30%,460.85166784953867,0.037735849
513,2019-03-15,March,2019,RAM,0.963035812,0.0,7%,34%,892.0216036560033,0.020618557
514,2019-03-15,March,2019,RCS PHONES,#DIV/0!,0.0,4%,48%,,0.08
515,2019-03-15,March,2019,RIS,0.977774214,0.583333333,9%,32%,599.0,0.016393443
516,2019-03-15,March,2019,SCS,#DIV/0!,1.75,10%,41%,,
517,2019-03-15,March,2019,WISE,0.967590742,0.5,8%,32%,539.8098674521354,0.0077220080000000016
532,2019-03-18,March,2019,Client Transactions,0.820017261,0.0,3%,17%,319.4720978812295,0.043478261
533,2019-03-18,March,2019,Participant Transactions,0.878493121,0.0,5%,23%,516.8385942076147,0.037735849
534,2019-03-18,March,2019,RAM,0.987852693,0.0,8%,39%,805.2747487054523,0.020618557
535,2019-03-18,March,2019,RCS PHONES,#DIV/0!,0.0,0%,34%,,0.08
536,2019-03-18,March,2019,RIS,0.972294317,0.0,6%,20%,597.0,0.016393443
537,2019-03-18,March,2019,SCS,#DIV/0!,2.5,6%,25%,,
538,2019-03-18,March,2019,WISE,0.969144657,0.283333333,11%,27%,543.7036144578313,0.0077220080000000016
539,2019-03-19,March,2019,Client Transactions,0.921836437,0.0,0%,28%,339.23731186559326,0.043478261
540,2019-03-19,March,2019,Participant Transactions,0.835434783,0.0,5%,26%,535.7987346777383,0.037735849
541,2019-03-19,March,2019,RAM,0.960052422,0.0,7%,37%,958.6923469387755,0.020618557
542,2019-03-19,March,2019,RCS PHONES,#DIV/0!,0.0,8%,43%,,0.08
543,2019-03-19,March,2019,RIS,0.968716547,0.0,4%,23%,587.0,0.016393443
544,2019-03-19,March,2019,SCS,#DIV/0!,0.0,2%,32%,,
545,2019-03-19,March,2019,WISE,0.962932915,0.0,7%,27%,528.3709361535449,0.0077220080000000016
546,2019-03-20,March,2019,Client Transactions,0.862421944,0.0,0%,22%,351.915546363323,0.043478261
547,2019-03-20,March,2019,Participant Transactions,0.835805256,0.0,3%,31%,527.3828808099402,0.037735849
548,2019-03-20,March,2019,RAM,0.955037851,0.0,2%,37%,883.8441372735939,0.020618557
549,2019-03-20,March,2019,RCS PHONES,#DIV/0!,0.0,4%,43%,,0.08
550,2019-03-20,March,2019,RIS,0.953830212,0.0,2%,22%,596.0,0.016393443
551,2019-03-20,March,2019,SCS,#DIV/0!,0.0,3%,36%,,
552,2019-03-20,March,2019,WISE,0.957601106,0.0,6%,29%,533.8089180686636,0.0077220080000000016
553,2019-03-21,March,2019,Client Transactions,0.866305863,0.0,2%,25%,365.80536912751677,0.043478261
554,2019-03-21,March,2019,Participant Transactions,0.81431031,0.0,6%,32%,471.99191489361704,0.037735849
555,2019-03-21,March,2019,RAM,0.975547698,0.0,3%,41%,874.2306247064349,0.020618557
556,2019-03-21,March,2019,RCS PHONES,#DIV/0!,0.0,8%,51%,,0.08
557,2019-03-21,March,2019,RIS,0.95102715,0.0,3%,26%,567.0,0.016393443
558,2019-03-21,March,2019,SCS,#DIV/0!,0.0,3%,42%,,
559,2019-03-21,March,2019,WISE,0.956817102,0.0,9%,32%,541.9041423657843,0.0077220080000000016
560,2019-03-22,March,2019,Client Transactions,0.854781989,0.0,1%,24%,304.2610932475884,0.043478261
561,2019-03-22,March,2019,Participant Transactions,0.848971193,0.0,7%,32%,470.02639058059276,0.037735849
562,2019-03-22,March,2019,RAM,0.947223821,0.0,8%,44%,873.9925163704397,0.020618557
563,2019-03-22,March,2019,RCS PHONES,#DIV/0!,0.0,6%,38%,,0.08
564,2019-03-22,March,2019,RIS,0.968660874,0.0,5%,26%,574.0,0.016393443
565,2019-03-22,March,2019,SCS,#DIV/0!,0.0,7%,39%,,
566,2019-03-22,March,2019,WISE,0.958141381,0.0,10%,34%,528.9933568904594,0.0077220080000000016
581,2019-03-25,March,2019,Client Transactions,0.819576632,0.0,2%,17%,360.33715055574265,0.043478261
582,2019-03-25,March,2019,Participant Transactions,0.933403062,0.0,2%,22%,501.2037320281432,0.037735849
583,2019-03-25,March,2019,RAM,0.966901312,0.0,3%,27%,835.921903599756,0.020618557
584,2019-03-25,March,2019,RCS PHONES,#DIV/0!,0.0,2%,26%,,0.08
585,2019-03-25,March,2019,RIS,0.956999546,0.0,11%,23%,583.0,0.016393443
586,2019-03-25,March,2019,SCS,#DIV/0!,0.0,13%,27%,,
587,2019-03-25,March,2019,WISE,0.954004217,0.0,12%,30%,527.729552173437,0.0077220080000000016
588,2019-03-26,March,2019,Client Transactions,0.881865949,0.0,1%,36%,354.67874396135267,0.043478261
589,2019-03-26,March,2019,Participant Transactions,0.944514031,0.0,10%,38%,478.18514104092174,0.037735849
590,2019-03-26,March,2019,RAM,0.950183397,0.0,8%,49%,878.4202666666666,0.020618557
591,2019-03-26,March,2019,RCS PHONES,#DIV/0!,0.0,4%,27%,,0.08
592,2019-03-26,March,2019,RIS,0.964976177,0.0,10%,25%,570.0,0.016393443
593,2019-03-26,March,2019,SCS,#DIV/0!,0.0,7%,32%,,
594,2019-03-26,March,2019,WISE,0.960866575,0.9,8%,31%,533.6453110492108,0.0077220080000000016
595,2019-03-27,March,2019,Client Transactions,0.857211796,0.0,2%,22%,393.7092976045473,0.043478261
596,2019-03-27,March,2019,Participant Transactions,0.939285862,0.0,6%,38%,538.2194444444444,0.037735849
597,2019-03-27,March,2019,RAM,0.949423548,0.0,3%,42%,932.5020746887967,0.020618557
598,2019-03-27,March,2019,RCS PHONES,#DIV/0!,0.0,8%,39%,,0.08
599,2019-03-27,March,2019,RIS,0.983835841,0.0,5%,24%,556.0,0.016393443
600,2019-03-27,March,2019,SCS,#DIV/0!,0.0,4%,30%,,
601,2019-03-27,March,2019,WISE,0.971284501,0.683333333,9%,32%,531.1154287353025,0.0077220080000000016
602,2019-03-28,March,2019,Client Transactions,0.861852549,0.0,1%,18%,448.9571717171717,0.043478261
603,2019-03-28,March,2019,Participant Transactions,0.989950134,0.0,6%,35%,555.4554288128433,0.037735849
604,2019-03-28,March,2019,RAM,0.963984511,0.0,3%,40%,915.6711880261927,0.020618557
605,2019-03-28,March,2019,RCS PHONES,#DIV/0!,0.0,8%,31%,,0.08
606,2019-03-28,March,2019,RIS,0.966665716,0.0,4%,21%,528.0,0.016393443
607,2019-03-28,March,2019,SCS,#DIV/0!,0.0,2%,30%,,
608,2019-03-28,March,2019,WISE,0.968345202,1.8333333330000001,6%,30%,541.7839592025962,0.0077220080000000016
609,2019-03-29,March,2019,Client Transactions,0.948563355,0.0,2%,26%,326.5160414610069,0.043478261
610,2019-03-29,March,2019,Participant Transactions,0.927645051,0.0,7%,31%,467.8235294117647,0.037735849
611,2019-03-29,March,2019,RAM,0.959362624,0.0,8%,39%,945.7273603082851,0.020618557
612,2019-03-29,March,2019,RCS PHONES,#DIV/0!,7.75,11%,44%,,0.08
613,2019-03-29,March,2019,RIS,0.989854833,1.9166666669999999,7%,23%,586.0,0.016393443
614,2019-03-29,March,2019,SCS,#DIV/0!,0.0,4%,27%,,
615,2019-03-29,March,2019,WISE,0.951959431,1.083333333,7%,31%,537.1640350877193,0.0077220080000000016
630,2019-04-01,April,2019,Client Transactions,0.818262044,0.0,7%,29%,288.1228771228771,0.042553191
631,2019-04-01,April,2019,Participant Transactions,0.854235832,0.0,6%,18%,438.9170928667564,0.037735849
632,2019-04-01,April,2019,RAM,0.953118449,0.0,5%,19%,887.2254933678421,0.02
633,2019-04-01,April,2019,RCS PHONES,#DIV/0!,0.0,9%,28%,,0.076923077
634,2019-04-01,April,2019,RIS,0.987323616,1.133333333,12%,22%,577.0,0.017094017
635,2019-04-01,April,2019,SCS,#DIV/0!,0.0,8%,22%,,
636,2019-04-01,April,2019,WISE,0.967369736,0.0,10%,26%,553.9419629292008,0.006688963000000001
637,2019-04-02,April,2019,Client Transactions,0.801311402,0.0,0%,33%,343.76783340717765,0.042553191
638,2019-04-02,April,2019,Participant Transactions,0.831688052,0.0,6%,29%,396.5478204294079,0.037735849
639,2019-04-02,April,2019,RAM,0.95257896,0.0,3%,19%,891.1152892561984,0.02
640,2019-04-02,April,2019,RCS PHONES,#DIV/0!,0.0,8%,32%,,0.076923077
641,2019-04-02,April,2019,RIS,0.979278399,0.0,6%,22%,578.0,0.017094017
642,2019-04-02,April,2019,SCS,#DIV/0!,0.0,6%,28%,,
643,2019-04-02,April,2019,WISE,0.965341174,0.0,5%,26%,534.7927258998238,0.006688963000000001
644,2019-04-03,April,2019,Client Transactions,0.774801756,0.0,2%,25%,405.55441110613526,0.042553191
645,2019-04-03,April,2019,Participant Transactions,0.887305862,0.0,6%,34%,428.39529989477376,0.037735849
646,2019-04-03,April,2019,RAM,0.945919308,0.0,6%,26%,934.6665064872658,0.02
647,2019-04-03,April,2019,RCS PHONES,#DIV/0!,0.0,8%,32%,,0.076923077
648,2019-04-03,April,2019,RIS,1.013539593,1.216666667,6%,25%,582.0,0.017094017
649,2019-04-03,April,2019,SCS,#DIV/0!,0.0,2%,26%,,
650,2019-04-03,April,2019,WISE,0.975802497,0.0,5%,25%,534.5252181025082,0.006688963000000001
651,2019-04-04,April,2019,Client Transactions,0.817227277,0.0,0%,19%,413.6857798165138,0.042553191
652,2019-04-04,April,2019,Participant Transactions,0.959818629,0.0,7%,35%,431.8065149136578,0.037735849
653,2019-04-04,April,2019,RAM,0.966738733,0.0,3%,19%,919.0413582934262,0.02
654,2019-04-04,April,2019,RCS PHONES,#DIV/0!,0.0,4%,25%,,0.076923077
655,2019-04-04,April,2019,RIS,0.992635449,0.0,9%,24%,612.0,0.017094017
656,2019-04-04,April,2019,SCS,#DIV/0!,0.0,7%,29%,,
657,2019-04-04,April,2019,WISE,0.967713273,0.0,4%,27%,528.8476710029374,0.006688963000000001
658,2019-04-05,April,2019,Client Transactions,0.805165443,0.0,2%,26%,325.1783882783883,0.042553191
659,2019-04-05,April,2019,Participant Transactions,0.905718372,0.0,10%,36%,411.172532517215,0.037735849
660,2019-04-05,April,2019,RAM,0.944688484,0.0,5%,24%,880.131482237648,0.02
661,2019-04-05,April,2019,RCS PHONES,#DIV/0!,0.0,8%,32%,,0.076923077
662,2019-04-05,April,2019,RIS,0.991009754,0.0,7%,25%,595.0,0.017094017
663,2019-04-05,April,2019,SCS,#DIV/0!,0.0,8%,31%,,
664,2019-04-05,April,2019,WISE,0.946957908,0.916666667,8%,33%,543.3943415487822,0.006688963000000001
679,2019-04-08,April,2019,Client Transactions,0.867271072,0.0,3%,26%,313.28595543551654,0.042553191
680,2019-04-08,April,2019,Participant Transactions,0.861780242,0.0,10%,28%,444.52408536585364,0.037735849
681,2019-04-08,April,2019,RAM,0.963444841,0.0,6%,21%,832.4790380240494,0.02
682,2019-04-08,April,2019,RCS PHONES,#DIV/0!,0.0,8%,27%,,0.076923077
683,2019-04-08,April,2019,RIS,0.987548068,0.0,8%,18%,598.0,0.017094017
684,2019-04-08,April,2019,SCS,#DIV/0!,0.0,6%,20%,,
685,2019-04-08,April,2019,WISE,0.978569946,0.0,6%,24%,545.7404000427853,0.006688963000000001
686,2019-04-09,April,2019,Client Transactions,0.847695142,0.0,0%,31%,350.155585106383,0.042553191
687,2019-04-09,April,2019,Participant Transactions,0.871560718,0.0,6%,31%,552.3557904007046,0.037735849
688,2019-04-09,April,2019,RAM,0.97038876,0.0,5%,23%,965.3403669724771,0.02
689,2019-04-09,April,2019,RCS PHONES,#DIV/0!,0.0,0%,17%,,0.076923077
690,2019-04-09,April,2019,RIS,0.970882211,0.0,4%,18%,578.0,0.017094017
691,2019-04-09,April,2019,SCS,#DIV/0!,0.41666666700000005,4%,22%,,
692,2019-04-09,April,2019,WISE,0.965970011,0.333333333,5%,27%,545.3364025418234,0.006688963000000001
693,2019-04-10,April,2019,Client Transactions,0.862853463,0.0,0%,19%,338.0487804878049,0.042553191
694,2019-04-10,April,2019,Participant Transactions,0.941521818,0.0,4%,26%,613.1031941031941,0.037735849
695,2019-04-10,April,2019,RAM,0.938918247,0.0,1%,19%,945.9878869448183,0.02
696,2019-04-10,April,2019,RCS PHONES,#DIV/0!,0.0,2%,16%,,0.076923077
697,2019-04-10,April,2019,RIS,0.994083425,0.0,3%,14%,558.0,0.017094017
698,2019-04-10,April,2019,SCS,#DIV/0!,1.0,4%,20%,,
699,2019-04-10,April,2019,WISE,0.94175543,0.0,5%,22%,544.8514229910714,0.006688963000000001
700,2019-04-11,April,2019,Client Transactions,0.894592525,0.0,0%,23%,455.89833641404806,0.042553191
701,2019-04-11,April,2019,Participant Transactions,0.890107527,0.0,3%,28%,542.3746908491344,0.037735849
702,2019-04-11,April,2019,RAM,0.963382681,0.0,4%,22%,953.3954434499593,0.02
703,2019-04-11,April,2019,RCS PHONES,#DIV/0!,0.0,6%,24%,,0.076923077
704,2019-04-11,April,2019,RIS,0.969378109,0.0,5%,20%,556.0,0.017094017
705,2019-04-11,April,2019,SCS,#DIV/0!,4.033333333,8%,28%,,
706,2019-04-11,April,2019,WISE,0.961357997,0.833333333,6%,24%,526.5974183138362,0.006688963000000001
707,2019-04-12,April,2019,Client Transactions,0.893500459,0.0,0%,26%,382.0442443226312,0.042553191
708,2019-04-12,April,2019,Participant Transactions,0.887342509,0.0,4%,30%,620.514598540146,0.037735849
709,2019-04-12,April,2019,RAM,0.960059825,0.0,9%,22%,913.2479552303056,0.02
710,2019-04-12,April,2019,RCS PHONES,#DIV/0!,0.0,0%,22%,,0.076923077
711,2019-04-12,April,2019,RIS,0.985097987,0.0,4%,20%,569.0,0.017094017
712,2019-04-12,April,2019,SCS,#DIV/0!,0.0,5%,24%,,
713,2019-04-12,April,2019,WISE,0.945325468,0.0,7%,29%,536.2651054470177,0.006688963000000001
728,2019-04-15,April,2019,Client Transactions,0.881816017,0.0,3%,30%,314.7013772253947,0.042553191
729,2019-04-15,April,2019,Participant Transactions,0.940258109,0.0,7%,22%,511.3126318962918,0.037735849
730,2019-04-15,April,2019,RAM,0.972119796,0.0,4%,16%,851.5939607153327,0.02
731,2019-04-15,April,2019,RCS PHONES,#DIV/0!,1.0,9%,22%,,0.076923077
732,2019-04-15,April,2019,RIS,0.979584649,0.0,7%,18%,566.0,0.017094017
733,2019-04-15,April,2019,SCS,#DIV/0!,0.0,9%,25%,,
734,2019-04-15,April,2019,WISE,0.969051662,1.25,9%,24%,527.73146216575,0.006688963000000001
735,2019-04-16,April,2019,Client Transactions,0.857893161,0.0,1%,37%,338.70070276973956,0.042553191
736,2019-04-16,April,2019,Participant Transactions,0.851318165,0.0,6%,35%,500.62481751824816,0.037735849
737,2019-04-16,April,2019,RAM,0.955908314,0.0,5%,21%,926.051395657953,0.02
738,2019-04-16,April,2019,RCS PHONES,#DIV/0!,7.75,13%,47%,,0.076923077
739,2019-04-16,April,2019,RIS,0.981882636,0.0,7%,26%,523.0,0.017094017
740,2019-04-16,April,2019,SCS,#DIV/0!,0.0,7%,31%,,
741,2019-04-16,April,2019,WISE,0.952138529,0.833333333,7%,26%,524.0501379393068,0.006688963000000001
742,2019-04-17,April,2019,Client Transactions,0.732147743,0.0,8%,34%,342.00313339301704,0.042553191
743,2019-04-17,April,2019,Participant Transactions,0.876750868,0.0,7%,32%,533.4731318219983,0.037735849
744,2019-04-17,April,2019,RAM,0.944165633,0.0,4%,28%,930.5689555683786,0.02
745,2019-04-17,April,2019,RCS PHONES,#DIV/0!,0.0,8%,49%,,0.076923077
746,2019-04-17,April,2019,RIS,0.979510775,0.0,4%,35%,505.0,0.017094017
747,2019-04-17,April,2019,SCS,#DIV/0!,0.0,6%,31%,,
748,2019-04-17,April,2019,WISE,0.954616019,0.25,4%,25%,529.0040038658015,0.006688963000000001
749,2019-04-18,April,2019,Client Transactions,0.900791519,0.0,5%,36%,379.75396825396825,0.042553191
750,2019-04-18,April,2019,Participant Transactions,0.809633953,0.0,4%,26%,588.4165599658558,0.037735849
751,2019-04-18,April,2019,RAM,0.964821129,0.0,5%,25%,916.8728617660656,0.02
752,2019-04-18,April,2019,RCS PHONES,#DIV/0!,0.0,2%,55%,,0.076923077
753,2019-04-18,April,2019,RIS,0.971175128,0.0,6%,39%,544.0,0.017094017
754,2019-04-18,April,2019,SCS,#DIV/0!,0.0,4%,32%,,
755,2019-04-18,April,2019,WISE,0.969880402,0.0,5%,29%,516.5896670854271,0.006688963000000001
756,2019-04-19,April,2019,Client Transactions,0.986344885,0.0,0%,6%,346.8323699421965,0.042553191
757,2019-04-19,April,2019,Participant Transactions,1.013944738,0.0,0%,6%,428.69775678866586,0.037735849
