,date,month,year,bu,Conformance CALC,System Outage (hrs),Unplanned out % CALC,Shrinkage % CALC,aht,Attrition %
4022,2020-07-28,July,2020,RIS,0.977736194,19.43333333,4%,40%,634.6737835153923,0.017857143
4023,2020-07-28,July,2020,SCS,#DIV/0!,11.9,4%,45%,,
4024,2020-07-28,July,2020,WISE,0.939288618,20.46666667,8%,31%,634.4316153181687,0.008064515999999999
4025,2020-07-29,July,2020,Client Transactions,0.917767224,0.0,0%,24%,472.0622729631552,0.047619048
4026,2020-07-29,July,2020,Participant Transactions,0.906553702,0.0,0%,30%,613.7853705486044,0.028169014
4027,2020-07-29,July,2020,RAM,0.984987654,0.0,2%,36%,1237.8527048741296,0.02247191
4028,2020-07-29,July,2020,RCS PHONES,#DIV/0!,1.216666667,0%,38%,,0.1
4029,2020-07-29,July,2020,RIS,0.982531426,24.55,7%,40%,641.9452124935996,0.017857143
4030,2020-07-29,July,2020,SCS,#DIV/0!,3.7,1%,45%,,
4031,2020-07-29,July,2020,WISE,0.958772205,11.8,8%,33%,639.1630113547985,0.008064515999999999
4032,2020-07-30,July,2020,Client Transactions,0.960210162,0.0,0%,24%,508.02515723270443,0.047619048
4033,2020-07-30,July,2020,Participant Transactions,0.850603942,0.0,1%,29%,485.76881925869316,0.028169014
4034,2020-07-30,July,2020,RAM,0.956887333,0.0,4%,39%,1145.7823886639676,0.02247191
4035,2020-07-30,July,2020,RCS PHONES,#DIV/0!,1.716666667,0%,48%,,0.1
4036,2020-07-30,July,2020,RIS,0.960893495,27.18333333,6%,44%,618.3082474226804,0.017857143
4037,2020-07-30,July,2020,SCS,#DIV/0!,11.75,1%,43%,,
4038,2020-07-30,July,2020,WISE,0.941294021,16.96666667,6%,34%,645.3184580934101,0.008064515999999999
4039,2020-07-31,July,2020,Client Transactions,0.945657035,0.0,0%,25%,398.83862770012706,0.047619048
4040,2020-07-31,July,2020,Participant Transactions,0.884304307,0.0,5%,32%,552.0103092783505,0.028169014
4041,2020-07-31,July,2020,RAM,0.973239259,0.38333333299999994,4%,38%,1131.9693579766538,0.02247191
4042,2020-07-31,July,2020,RCS PHONES,#DIV/0!,0.0,7%,54%,,0.1
4043,2020-07-31,July,2020,RIS,0.982096971,24.6,5%,45%,637.7721649484536,0.017857143
4044,2020-07-31,July,2020,SCS,#DIV/0!,8.416666667000001,4%,47%,,
4045,2020-07-31,July,2020,WISE,0.948019134,22.41666667,9%,37%,657.7024647887324,0.008064515999999999
4060,2020-08-03,August,2020,Client Transactions,0.955048843,0.0,1%,25%,388.7073268921095,0.048780488
4061,2020-08-03,August,2020,Participant Transactions,1.001790278,0.0,4%,26%,582.0824964131995,0.029411765
4062,2020-08-03,August,2020,RAM,0.94648,0.333333333,4%,23%,1206.2090951711205,0.022727273
4063,2020-08-03,August,2020,RCS PHONES,#DIV/0!,12.41666667,10%,41%,,0.095238095
4064,2020-08-03,August,2020,RIS,0.994367074,60.11666667,7%,36%,619.7973323453131,0.02
4065,2020-08-03,August,2020,SCS,#DIV/0!,4.6,9%,34%,,
4066,2020-08-03,August,2020,WISE,0.933921754,10.61666667,12%,34%,683.1226440863152,0.007518797
4067,2020-08-04,August,2020,Client Transactions,0.936262065,0.0,1%,33%,477.49318316538233,0.048780488
4068,2020-08-04,August,2020,Participant Transactions,0.920077868,0.0,3%,20%,677.0157728706624,0.029411765
4069,2020-08-04,August,2020,RAM,0.956998133,0.0,1%,38%,1108.0935251798562,0.022727273
4070,2020-08-04,August,2020,RCS PHONES,#DIV/0!,4.65,5%,47%,,0.095238095
4071,2020-08-04,August,2020,RIS,0.986300968,47.35,4%,39%,604.8188093183779,0.02
4072,2020-08-04,August,2020,SCS,#DIV/0!,9.3,5%,43%,,
4073,2020-08-04,August,2020,WISE,0.938557178,7.75,8%,33%,661.1330690826727,0.007518797
4074,2020-08-05,August,2020,Client Transactions,0.944867127,0.0,0%,21%,513.9866238630284,0.048780488
4075,2020-08-05,August,2020,Participant Transactions,0.874336936,0.0,0%,25%,563.5732814526589,0.029411765
4076,2020-08-05,August,2020,RAM,0.958606074,0.0,1%,37%,1177.7820512820513,0.022727273
4077,2020-08-05,August,2020,RCS PHONES,#DIV/0!,6.266666667000001,0%,45%,,0.095238095
4078,2020-08-05,August,2020,RIS,0.99257285,32.65,3%,36%,647.6663529411765,0.02
4079,2020-08-05,August,2020,SCS,#DIV/0!,17.06666667,3%,43%,,
4080,2020-08-05,August,2020,WISE,0.946826555,3.7166666669999997,6%,31%,660.8504403279684,0.007518797
4081,2020-08-06,August,2020,Client Transactions,0.933729279,0.0,0%,22%,565.8584283143372,0.048780488
4082,2020-08-06,August,2020,Participant Transactions,0.832998282,0.0,2%,26%,632.9190304280557,0.029411765
4083,2020-08-06,August,2020,RAM,0.962896199,0.0,2%,37%,1102.8454106280194,0.022727273
4084,2020-08-06,August,2020,RCS PHONES,#DIV/0!,7.25,5%,50%,,0.095238095
4085,2020-08-06,August,2020,RIS,0.994412545,54.36666667,5%,48%,604.9659033078881,0.02
4086,2020-08-06,August,2020,SCS,#DIV/0!,17.65,2%,42%,,
4087,2020-08-06,August,2020,WISE,0.925698682,6.933333332999999,7%,32%,648.7541984732825,0.007518797
4088,2020-08-07,August,2020,Client Transactions,0.972583394,0.0,5%,32%,443.4222678296562,0.048780488
4089,2020-08-07,August,2020,Participant Transactions,0.920763327,0.0,2%,30%,575.8233995584989,0.029411765
4090,2020-08-07,August,2020,RAM,0.944785625,0.0,4%,39%,1191.7786259541986,0.022727273
4091,2020-08-07,August,2020,RCS PHONES,#DIV/0!,7.75,0%,49%,,0.095238095
4092,2020-08-07,August,2020,RIS,0.992717555,42.53333333,5%,53%,630.1920627143558,0.02
4093,2020-08-07,August,2020,SCS,#DIV/0!,5.933333332999999,2%,38%,,
4094,2020-08-07,August,2020,WISE,0.947642939,15.81666667,8%,36%,639.9535974130962,0.007518797
4109,2020-08-10,August,2020,Client Transactions,1.00372988,0.0,0%,30%,386.40248075278015,0.048780488
4110,2020-08-10,August,2020,Participant Transactions,1.002417761,0.0,3%,26%,555.658215661104,0.029411765
4111,2020-08-10,August,2020,RAM,0.956241345,2.416666667,5%,24%,1091.4069105691058,0.022727273
4112,2020-08-10,August,2020,RCS PHONES,#DIV/0!,0.566666667,5%,37%,,0.095238095
4113,2020-08-10,August,2020,RIS,0.987278805,44.31666667,5%,33%,649.11887835703,0.02
4114,2020-08-10,August,2020,SCS,#DIV/0!,21.66666667,7%,36%,,
4115,2020-08-10,August,2020,WISE,0.914235817,9.7,7%,27%,662.9980833120368,0.007518797
4116,2020-08-11,August,2020,Client Transactions,1.026713597,0.0,0%,30%,492.0336273428886,0.048780488
4117,2020-08-11,August,2020,Participant Transactions,0.948333766,0.0,2%,28%,621.3705562526139,0.029411765
4118,2020-08-11,August,2020,RAM,0.984158099,4.566666667,3%,39%,1050.4824165915238,0.022727273
4119,2020-08-11,August,2020,RCS PHONES,#DIV/0!,1.2,1%,41%,,0.095238095
4120,2020-08-11,August,2020,RIS,0.989203132,41.6,3%,40%,664.3282937365011,0.02
4121,2020-08-11,August,2020,SCS,#DIV/0!,22.03333333,2%,43%,,
4122,2020-08-11,August,2020,WISE,0.943327564,8.183333333,6%,33%,641.0522847729552,0.007518797
4123,2020-08-12,August,2020,Client Transactions,0.983328408,0.0,0%,31%,452.1082501313715,0.048780488
4124,2020-08-12,August,2020,Participant Transactions,0.905101944,0.0,1%,33%,602.4495664080329,0.029411765
4125,2020-08-12,August,2020,RAM,0.979521269,1.85,3%,40%,1092.4835657370518,0.022727273
4126,2020-08-12,August,2020,RCS PHONES,#DIV/0!,2.15,0%,46%,,0.095238095
4127,2020-08-12,August,2020,RIS,0.964501227,33.73333333,2%,39%,660.3223255813954,0.02
4128,2020-08-12,August,2020,SCS,#DIV/0!,13.3,1%,44%,,
4129,2020-08-12,August,2020,WISE,0.958140098,10.5,5%,31%,629.820564516129,0.007518797
4130,2020-08-13,August,2020,Client Transactions,0.949499774,34.75,1%,35%,543.5459610027855,0.048780488
4131,2020-08-13,August,2020,Participant Transactions,0.860399625,1.25,2%,28%,648.3319817536747,0.029411765
4132,2020-08-13,August,2020,RAM,0.889777534,1.4166666669999999,2%,41%,1166.715567282322,0.022727273
4133,2020-08-13,August,2020,RCS PHONES,#DIV/0!,0.283333333,5%,46%,,0.095238095
4134,2020-08-13,August,2020,RIS,0.954454716,46.83333333,6%,46%,633.5807392996109,0.02
4135,2020-08-13,August,2020,SCS,#DIV/0!,13.9,1%,48%,,
4136,2020-08-13,August,2020,WISE,0.934392069,12.36666667,5%,32%,634.3848631239936,0.007518797
4137,2020-08-14,August,2020,Client Transactions,0.970069373,0.0,0%,26%,353.67545488303006,0.048780488
4138,2020-08-14,August,2020,Participant Transactions,0.908704173,7.0,6%,34%,634.689802455953,0.029411765
4139,2020-08-14,August,2020,RAM,0.975005473,0.0,4%,44%,1080.1528861154445,0.022727273
4140,2020-08-14,August,2020,RCS PHONES,#DIV/0!,2.0,5%,60%,,0.095238095
4141,2020-08-14,August,2020,RIS,0.99423536,29.51666667,5%,47%,636.6287303995954,0.02
4142,2020-08-14,August,2020,SCS,#DIV/0!,18.26666667,2%,45%,,
4143,2020-08-14,August,2020,WISE,0.949986318,13.2,6%,36%,643.8637481554354,0.007518797
4158,2020-08-17,August,2020,Client Transactions,0.918292461,0.0,0%,30%,303.44397163120567,0.048780488
4159,2020-08-17,August,2020,Participant Transactions,1.002259985,1.0,7%,28%,584.6227719170607,0.029411765
4160,2020-08-17,August,2020,RAM,0.962596857,3.0,3%,30%,1137.5189655172414,0.022727273
4161,2020-08-17,August,2020,RCS PHONES,#DIV/0!,5.8666666670000005,0%,36%,,0.095238095
4162,2020-08-17,August,2020,RIS,0.951542099,50.25,7%,44%,651.3107632093934,0.02
4163,2020-08-17,August,2020,SCS,#DIV/0!,13.58333333,6%,33%,,
4164,2020-08-17,August,2020,WISE,0.914828382,30.03333333,5%,27%,655.4367368147571,0.007518797
4165,2020-08-18,August,2020,Client Transactions,0.93887044,0.0,0%,31%,449.16943521594686,0.048780488
4166,2020-08-18,August,2020,Participant Transactions,0.942190968,0.0,7%,30%,629.0226654578422,0.029411765
4167,2020-08-18,August,2020,RAM,0.967184697,0.75,2%,45%,1015.5552160628547,0.022727273
4168,2020-08-18,August,2020,RCS PHONES,#DIV/0!,8.433333333,0%,47%,,0.095238095
4169,2020-08-18,August,2020,RIS,0.955595705,43.93333333,6%,46%,638.220682830282,0.02
4170,2020-08-18,August,2020,SCS,#DIV/0!,5.833333333,2%,47%,,
4171,2020-08-18,August,2020,WISE,0.936521902,26.45,4%,31%,649.6932479627474,0.007518797
4172,2020-08-19,August,2020,Client Transactions,0.976498173,0.0,0%,16%,501.40188305252724,0.048780488
4173,2020-08-19,August,2020,Participant Transactions,0.902692199,0.0,3%,27%,647.4825847846013,0.029411765
4174,2020-08-19,August,2020,RAM,0.965866051,0.0,5%,44%,1140.5925024342746,0.022727273
4175,2020-08-19,August,2020,RCS PHONES,#DIV/0!,10.1,0%,49%,,0.095238095
4176,2020-08-19,August,2020,RIS,0.972103994,55.13333333,8%,51%,644.9486049926578,0.02
4177,2020-08-19,August,2020,SCS,#DIV/0!,8.133333333,2%,47%,,
4178,2020-08-19,August,2020,WISE,0.946133922,14.16666667,3%,30%,648.2387285111904,0.007518797
4179,2020-08-20,August,2020,Client Transactions,0.880950288,0.0,2%,19%,495.69529085872574,0.048780488
4180,2020-08-20,August,2020,Participant Transactions,0.909152022,0.0,5%,33%,610.2990418557741,0.029411765
4181,2020-08-20,August,2020,RAM,0.950511155,0.0,4%,45%,992.8763285024155,0.022727273
4182,2020-08-20,August,2020,RCS PHONES,#DIV/0!,9.8,1%,56%,,0.095238095
4183,2020-08-20,August,2020,RIS,0.942266908,32.9,5%,48%,630.2660742289597,0.02
4184,2020-08-20,August,2020,SCS,#DIV/0!,12.31666667,0%,48%,,
4185,2020-08-20,August,2020,WISE,0.932543857,9.966666667,4%,33%,640.3893638850889,0.007518797
4186,2020-08-21,August,2020,Client Transactions,0.942666888,0.0,2%,24%,428.62101759391345,0.048780488
4187,2020-08-21,August,2020,Participant Transactions,0.911160543,0.0,4%,31%,568.8098992553657,0.029411765
4188,2020-08-21,August,2020,RAM,0.969570682,0.0,5%,52%,1011.2391644908616,0.022727273
4189,2020-08-21,August,2020,RCS PHONES,#DIV/0!,9.35,6%,57%,,0.095238095
4190,2020-08-21,August,2020,RIS,0.939071684,22.5,3%,49%,662.3619957537155,0.02
4191,2020-08-21,August,2020,SCS,#DIV/0!,14.11666667,5%,50%,,
4192,2020-08-21,August,2020,WISE,0.951806527,11.56666667,8%,34%,646.6531420089065,0.007518797
4207,2020-08-24,August,2020,Client Transactions,0.929266545,0.0,2%,30%,413.2462121212121,0.048780488
4208,2020-08-24,August,2020,Participant Transactions,0.907038145,0.0,0%,19%,643.1807798345806,0.029411765
4209,2020-08-24,August,2020,RAM,0.938463735,2.5,2%,23%,1218.206240858118,0.022727273
4210,2020-08-24,August,2020,RCS PHONES,#DIV/0!,7.05,5%,32%,,0.095238095
4211,2020-08-24,August,2020,RIS,0.948246965,34.5,7%,33%,676.3214285714286,0.02
4212,2020-08-24,August,2020,SCS,#DIV/0!,10.68333333,7%,31%,,
4213,2020-08-24,August,2020,WISE,0.94053586,12.71666667,10%,29%,653.0759942249639,0.007518797
4214,2020-08-25,August,2020,Client Transactions,1.077567745,0.0,3%,34%,466.59466393022063,0.048780488
4215,2020-08-25,August,2020,Participant Transactions,0.958715228,0.0,3%,23%,640.7335115864528,0.029411765
4216,2020-08-25,August,2020,RAM,0.958633144,1.5,1%,48%,982.3972859148339,0.022727273
4217,2020-08-25,August,2020,RCS PHONES,#DIV/0!,0.0,0%,41%,,0.095238095
4218,2020-08-25,August,2020,RIS,0.999121775,15.01666667,4%,43%,681.7797456857402,0.02
4219,2020-08-25,August,2020,SCS,#DIV/0!,20.8,1%,40%,,
4220,2020-08-25,August,2020,WISE,0.935115547,9.866666667,6%,31%,630.5074604595643,0.007518797
4221,2020-08-26,August,2020,Client Transactions,0.982117372,0.0,1%,23%,478.3426433915212,0.048780488
4222,2020-08-26,August,2020,Participant Transactions,0.913522307,1.0,2%,28%,621.7565507384469,0.029411765
4223,2020-08-26,August,2020,RAM,0.952378474,3.016666667,0%,42%,993.8334022323274,0.022727273
4224,2020-08-26,August,2020,RCS PHONES,#DIV/0!,0.41666666700000005,0%,48%,,0.095238095
4225,2020-08-26,August,2020,RIS,0.98779477,15.06666667,5%,44%,649.4389505549949,0.02
4226,2020-08-26,August,2020,SCS,#DIV/0!,16.08333333,0%,44%,,
4227,2020-08-26,August,2020,WISE,0.947273033,5.716666667,5%,32%,633.1231908448334,0.007518797
4228,2020-08-27,August,2020,Client Transactions,0.956664545,0.0,0%,20%,524.5438596491229,0.048780488
4229,2020-08-27,August,2020,Participant Transactions,0.910846278,0.0,4%,26%,582.4550614947966,0.029411765
4230,2020-08-27,August,2020,RAM,0.977685981,3.666666667,2%,44%,1016.3777272727273,0.022727273
4231,2020-08-27,August,2020,RCS PHONES,#DIV/0!,2.0,6%,48%,,0.095238095
4232,2020-08-27,August,2020,RIS,1.006587921,17.33333333,6%,46%,623.4506480558325,0.02
4233,2020-08-27,August,2020,SCS,#DIV/0!,20.86666667,2%,45%,,
4234,2020-08-27,August,2020,WISE,0.943977845,12.9,4%,30%,631.4370247933884,0.007518797
4235,2020-08-28,August,2020,Client Transactions,0.967473425,0.0,1%,24%,439.717138875987,0.048780488
4236,2020-08-28,August,2020,Participant Transactions,0.888026316,1.25,5%,31%,651.2313814667425,0.029411765
4237,2020-08-28,August,2020,RAM,0.958994188,0.0,3%,41%,1094.4637904468414,0.022727273
4238,2020-08-28,August,2020,RCS PHONES,#DIV/0!,0.816666667,3%,44%,,0.095238095
4239,2020-08-28,August,2020,RIS,0.986648778,4.133333333,6%,48%,664.1470588235294,0.02
4240,2020-08-28,August,2020,SCS,#DIV/0!,28.6,2%,48%,,
4241,2020-08-28,August,2020,WISE,0.939216921,11.28333333,6%,33%,641.9952291702164,0.007518797
4256,2020-08-31,August,2020,Client Transactions,0.939667853,0.0,2%,22%,406.11739130434785,0.048780488
4257,2020-08-31,August,2020,Participant Transactions,0.941157643,0.0,4%,23%,622.334200260078,0.029411765
4258,2020-08-31,August,2020,RAM,0.961628703,3.2166666669999997,13%,34%,1184.6186002818224,0.022727273
4259,2020-08-31,August,2020,RCS PHONES,#DIV/0!,3.366666667,2%,32%,,0.095238095
4260,2020-08-31,August,2020,RIS,0.986490465,34.78333333,10%,34%,680.7859748682611,0.02
4261,2020-08-31,August,2020,SCS,#DIV/0!,34.53333333,8%,38%,,
4262,2020-08-31,August,2020,WISE,0.962451977,18.8,7%,25%,655.1177220028029,0.007518797
4263,2020-09-01,September,2020,Client Transactions,1.033628604,0.0,0%,27%,426.674280493376,0.048780488
4264,2020-09-01,September,2020,Participant Transactions,0.909218612,0.0,0%,16%,629.1901763224181,0.029850746
4265,2020-09-01,September,2020,RAM,0.949850205,5.333333333,3%,40%,1038.6268715524034,0.019417476
4266,2020-09-01,September,2020,RCS PHONES,#DIV/0!,13.0,0%,31%,,0.090909091
4267,2020-09-01,September,2020,RIS,1.02472513,20.71666667,8%,32%,653.5374567806377,0.021276596
4268,2020-09-01,September,2020,SCS,#DIV/0!,11.03333333,2%,37%,,
4269,2020-09-01,September,2020,WISE,0.952147812,6.983333332999999,4%,31%,632.275073313783,0.0070671380000000015
4270,2020-09-02,September,2020,Client Transactions,0.944689862,0.0,2%,18%,410.50622050622053,0.048780488
4271,2020-09-02,September,2020,Participant Transactions,0.884143958,0.0,3%,23%,621.7194043741275,0.029850746
4272,2020-09-02,September,2020,RAM,0.969168698,3.416666667,0%,39%,1054.8339130434783,0.019417476
4273,2020-09-02,September,2020,RCS PHONES,#DIV/0!,2.15,1%,32%,,0.090909091
4274,2020-09-02,September,2020,RIS,1.006925566,25.58333333,7%,40%,659.143223599829,0.021276596
4275,2020-09-02,September,2020,SCS,#DIV/0!,7.566666667000001,1%,35%,,
4276,2020-09-02,September,2020,WISE,0.947761314,3.55,2%,26%,651.5824774354186,0.0070671380000000015
4277,2020-09-03,September,2020,Client Transactions,0.982501994,0.0,0%,15%,594.7819988310929,0.048780488
4278,2020-09-03,September,2020,Participant Transactions,0.946394235,0.0,2%,23%,632.8464509898599,0.029850746
4279,2020-09-03,September,2020,RAM,0.957344543,0.0,1%,41%,1011.9148104728409,0.019417476
4280,2020-09-03,September,2020,RCS PHONES,#DIV/0!,3.566666667,3%,38%,,0.090909091
4281,2020-09-03,September,2020,RIS,1.005182252,4.533333333,9%,42%,665.6902494331066,0.021276596
4282,2020-09-03,September,2020,SCS,#DIV/0!,4.233333333,2%,42%,,
4283,2020-09-03,September,2020,WISE,0.950932135,14.11666667,3%,28%,637.3854509545754,0.0070671380000000015
4284,2020-09-04,September,2020,Client Transactions,0.86701636,0.0,0%,17%,454.3682310469314,0.048780488
4285,2020-09-04,September,2020,Participant Transactions,0.821910024,0.0,1%,23%,669.5129682997118,0.029850746
4286,2020-09-04,September,2020,RAM,0.951024994,0.11666666699999999,3%,50%,1013.599416909621,0.019417476
4287,2020-09-04,September,2020,RCS PHONES,#DIV/0!,0.0,5%,46%,,0.090909091
4288,2020-09-04,September,2020,RIS,0.992306516,2.65,9%,44%,657.7942887361185,0.021276596
4289,2020-09-04,September,2020,SCS,#DIV/0!,5.05,6%,46%,,
4290,2020-09-04,September,2020,WISE,0.950121106,11.4,4%,34%,653.1477104874446,0.0070671380000000015
4305,2020-09-07,September,2020,Client Transactions,#DIV/0!,0.0,#DIV/0!,#DIV/0!,0.0,0.048780488
4306,2020-09-07,September,2020,Participant Transactions,#DIV/0!,0.0,#DIV/0!,#DIV/0!,0.0,0.029850746
4307,2020-09-07,September,2020,RAM,0,0.0,0%,6%,0.0,0.019417476
4308,2020-09-07,September,2020,RCS PHONES,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,0.090909091
4309,2020-09-07,September,2020,RIS,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,0.021276596
4310,2020-09-07,September,2020,SCS,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,
4311,2020-09-07,September,2020,WISE,#DIV/0!,0.0,0%,6%,,0.0070671380000000015
4312,2020-09-08,September,2020,Client Transactions,1.069294675,0.0,0%,34%,591.8029197080292,0.048780488
4313,2020-09-08,September,2020,Participant Transactions,0.989542868,0.0,2%,19%,630.0588021778584,0.029850746
4314,2020-09-08,September,2020,RAM,0.972033543,4.0,3%,31%,976.6189435336977,0.019417476
4315,2020-09-08,September,2020,RCS PHONES,#DIV/0!,0.283333333,7%,35%,,0.090909091
4316,2020-09-08,September,2020,RIS,0.971392094,31.36666667,14%,41%,690.0708298407376,0.021276596
4317,2020-09-08,September,2020,SCS,#DIV/0!,7.4,4%,33%,,
4318,2020-09-08,September,2020,WISE,0.923155024,12.38333333,6%,27%,674.1662960217445,0.0070671380000000015
4319,2020-09-09,September,2020,Client Transactions,1.003861802,0.0,0%,19%,473.52428506581936,0.048780488
4320,2020-09-09,September,2020,Participant Transactions,0.904786083,0.0,0%,21%,573.8066179630425,0.029850746
4321,2020-09-09,September,2020,RAM,0.972526503,0.0,5%,34%,1109.4475843208752,0.019417476
4322,2020-09-09,September,2020,RCS PHONES,#DIV/0!,8.033333333,2%,31%,,0.090909091
4323,2020-09-09,September,2020,RIS,0.998721953,6.766666667000001,5%,43%,672.9866050808314,0.021276596
4324,2020-09-09,September,2020,SCS,#DIV/0!,9.533333333,0%,38%,,
4325,2020-09-09,September,2020,WISE,0.951133755,16.0,3%,29%,649.656780923994,0.0070671380000000015
4326,2020-09-10,September,2020,Client Transactions,0.904701018,0.0,0%,18%,454.9937769267592,0.048780488
4327,2020-09-10,September,2020,Participant Transactions,0.897129205,0.0,3%,24%,605.153483992467,0.029850746
4328,2020-09-10,September,2020,RAM,0.959505907,0.0,3%,41%,1053.2814207650274,0.019417476
4329,2020-09-10,September,2020,RCS PHONES,#DIV/0!,0.0,1%,34%,,0.090909091
4330,2020-09-10,September,2020,RIS,0.974241536,9.866666667,2%,44%,638.2601184600197,0.021276596
4331,2020-09-10,September,2020,SCS,#DIV/0!,6.566666667000001,0%,41%,,
4332,2020-09-10,September,2020,WISE,0.950565196,11.76666667,4%,29%,650.797546989487,0.0070671380000000015
4333,2020-09-11,September,2020,Client Transactions,0.799111709,222.16666669999998,0%,92%,802.3706830391404,0.048780488
4334,2020-09-11,September,2020,Participant Transactions,0.168856142,320.9166667,1%,88%,455.9351620947631,0.029850746
4335,2020-09-11,September,2020,RAM,0.593064483,227.16666669999998,9%,78%,1559.3849246231155,0.019417476
4336,2020-09-11,September,2020,RCS PHONES,#DIV/0!,3.1,0%,36%,,0.090909091
4337,2020-09-11,September,2020,RIS,1.011098165,26.43333333,4%,47%,649.3380281690141,0.021276596
4338,2020-09-11,September,2020,SCS,#DIV/0!,12.75,3%,42%,,
4339,2020-09-11,September,2020,WISE,0.913391647,52.68333333,5%,33%,662.8361923982509,0.0070671380000000015
4354,2020-09-14,September,2020,Client Transactions,0.948241619,0.0,0%,20%,488.0408472012103,0.048780488
4355,2020-09-14,September,2020,Participant Transactions,0.96350274,0.75,2%,23%,582.2254356692622,0.029850746
4356,2020-09-14,September,2020,RAM,0.970814543,0.0,4%,25%,1051.2945340149429,0.019417476
4357,2020-09-14,September,2020,RCS PHONES,#DIV/0!,4.833333333,3%,24%,,0.090909091
4358,2020-09-14,September,2020,RIS,1.023628,31.46666667,3%,27%,684.4165656565657,0.021276596
4359,2020-09-14,September,2020,SCS,#DIV/0!,2.4,8%,28%,,
4360,2020-09-14,September,2020,WISE,0.926243831,29.48333333,6%,26%,691.6888456392167,0.0070671380000000015
4361,2020-09-15,September,2020,Client Transactions,1.041664935,0.0,0%,27%,364.8495675065814,0.048780488
4362,2020-09-15,September,2020,Participant Transactions,0.917470611,0.0,1%,26%,536.1132437619962,0.029850746
4363,2020-09-15,September,2020,RAM,0.932738126,0.41666666700000005,3%,34%,1029.4535941765241,0.019417476
4364,2020-09-15,September,2020,RCS PHONES,#DIV/0!,3.233333333,5%,41%,,0.090909091
4365,2020-09-15,September,2020,RIS,0.996545287,19.03333333,1%,43%,661.3439080459771,0.021276596
4366,2020-09-15,September,2020,SCS,#DIV/0!,11.81666667,2%,45%,,
4367,2020-09-15,September,2020,WISE,0.96163489,17.83333333,6%,34%,684.6518639536611,0.0070671380000000015
4368,2020-09-16,September,2020,Client Transactions,0.904877288,0.0,0%,14%,490.6864147088866,0.048780488
4369,2020-09-16,September,2020,Participant Transactions,0.919577231,0.0,2%,26%,601.9730709476955,0.029850746
4370,2020-09-16,September,2020,RAM,0.938888889,0.0,1%,40%,1018.6366001734606,0.019417476
4371,2020-09-16,September,2020,RCS PHONES,#DIV/0!,0.5166666670000001,3%,32%,,0.090909091
4372,2020-09-16,September,2020,RIS,1.038450604,23.65,2%,45%,648.2234413965087,0.021276596
4373,2020-09-16,September,2020,SCS,#DIV/0!,12.38333333,0%,48%,,
4374,2020-09-16,September,2020,WISE,0.947299365,10.5,4%,34%,685.5135786598104,0.0070671380000000015
4375,2020-09-17,September,2020,Client Transactions,0.958667075,0.0,0%,15%,621.5843520782396,0.048780488
4376,2020-09-17,September,2020,Participant Transactions,0.971090968,0.0,3%,32%,608.0582838640044,0.029850746
4377,2020-09-17,September,2020,RAM,0.970437333,0.0,1%,35%,1181.4300254452926,0.019417476
4378,2020-09-17,September,2020,RCS PHONES,#DIV/0!,1.266666667,0%,36%,,0.090909091
4379,2020-09-17,September,2020,RIS,0.997403762,9.633333333,6%,50%,653.7863585118376,0.021276596
4380,2020-09-17,September,2020,SCS,#DIV/0!,12.7,2%,47%,,
4381,2020-09-17,September,2020,WISE,0.943084859,4.6,5%,36%,659.4691798267958,0.0070671380000000015
4382,2020-09-18,September,2020,Client Transactions,0.974411267,0.0,0%,15%,419.58028169014085,0.048780488
4383,2020-09-18,September,2020,Participant Transactions,0.895085741,0.0,5%,31%,605.670349907919,0.029850746
4384,2020-09-18,September,2020,RAM,0.979648028,3.833333333,0%,35%,1107.8456610366918,0.019417476
4385,2020-09-18,September,2020,RCS PHONES,#DIV/0!,3.916666667,0%,35%,,0.090909091
4386,2020-09-18,September,2020,RIS,1.044454822,17.86666667,3%,47%,654.5883289124669,0.021276596
4387,2020-09-18,September,2020,SCS,#DIV/0!,1.716666667,3%,47%,,
4388,2020-09-18,September,2020,WISE,0.950878783,14.98333333,6%,37%,669.4714095744681,0.0070671380000000015
4403,2020-09-21,September,2020,Client Transactions,0.950634046,0.0,2%,22%,393.2873322147651,0.048780488
4404,2020-09-21,September,2020,Participant Transactions,0.999626832,0.0,4%,27%,616.7296511627907,0.029850746
4405,2020-09-21,September,2020,RAM,0.951419943,1.8333333330000001,1%,24%,1253.4924753502855,0.019417476
4406,2020-09-21,September,2020,RCS PHONES,#DIV/0!,2.583333333,0%,30%,,0.090909091
4407,2020-09-21,September,2020,RIS,0.95418858,26.9,11%,34%,649.5668789808917,0.021276596
4408,2020-09-21,September,2020,SCS,#DIV/0!,5.816666667000001,7%,32%,,
4409,2020-09-21,September,2020,WISE,0.899015693,11.95,5%,25%,680.4756489493202,0.0070671380000000015
4410,2020-09-22,September,2020,Client Transactions,0.991634105,0.0,0%,30%,454.90899526564965,0.048780488
4411,2020-09-22,September,2020,Participant Transactions,0.995366474,2.75,1%,24%,676.2671721677074,0.029850746
4412,2020-09-22,September,2020,RAM,0.963616039,3.083333333,0%,35%,1186.0472249269717,0.019417476
4413,2020-09-22,September,2020,RCS PHONES,#DIV/0!,2.583333333,1%,38%,,0.090909091
